Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department,AI_Keywords
DOE-0022-2023,DOE,Lawrence Livermore National Laboratory,,"Biology, genomics, and synthetic biology","Combining experimental and computational methods to perform 
fundamental and applied research in genomics, molecular toxicology, 
nanotechnology, host–pathogen biology, structural biology, genetics, 
microbial systems, and medical countermeasures",,,,Department of Energy,"1. Experimental and computational methods
2. Genomics
3. Molecular toxicology
4. Nanotechnology
5. Host-pathogen biology
6. Structural biology
7. Genetics
8. Microbial systems
9. Medical countermeasures
10. Research."
DOE-0023-2023,DOE,Lawrence Livermore National Laboratory,,"Cyber security, data storage, and data management technologies","Data-processing pipelines and user interfaces to process and 
aggregate large, bulk, and possibly unstructured datasets allowing for 
search and export of data for further analysis in secure way",,,,Department of Energy,"1. Data-processing pipelines
2. User interfaces
3. Large datasets
4. Unstructured datasets
5. Search
6. Export
7. Analysis
8. Secure
9. Keywords extraction
10. Data aggregation"
DOE-0024-2023,DOE,Lawrence Livermore National Laboratory,,"High-performance computing, semiconductors, and advanced computer hardware","Novel computer hardware architecture/configurations that can perform 
at the edge and/or in harsh environments",,,,Department of Energy,"1. Edge computing 
2. Harsh environments 
3. Novel computer hardware 
4. AI model 
5. Hardware architecture 
6. Performance 
7. Real-time processing 
8. Embedded systems 
9. Efficiency 
10. Robustness"
DOE-0025-2023,DOE,Lawrence Livermore National Laboratory,,"Innovation methods, processes and promising practices that can affect the speed and effectiveness of innovation processes at scale.","Computational approaches that lead to faster insights into the 
development and deployment of large scale operations",,,,Department of Energy,"1. Computational approaches
2. AI model
3. Faster insights
4. Large scale operations
5. Development
6. Deployment
7. Extract
8. Keywords
9. Primary application
10. Purpose"
DOE-0026-2023,DOE,Lawrence Livermore National Laboratory,,Natural and anthropogenic disaster prevention and mitigation,"Leveraging a broad, multimodal data stream to predict and understand 
natural disaster scenarios for the purposes of prevention and mitigation",,,,Department of Energy,"1. Multimodal data analysis
2. Natural disaster prediction
3. Risk prevention
4. Mitigation strategy
5. AI modeling
6. Disaster scenarios
7. Data stream analysis
8. Prevention and mitigation
9. AI application
10. Predictive analytics"
DOE-0027-2023,DOE,Lawrence Livermore National Laboratory,,Quantum computing and information systems,"Machine learning and quantum computing applied towards optimization, 
quantum chemistry, material science, and cryptography",,,,Department of Energy,"1. Machine learning
2. Quantum computing
3. Optimization
4. Quantum chemistry
5. Material science
6. Cryptography
7. AI model
8. Application
9. Purpose
10. Use case"
DOE-0028-2023,DOE,Lawrence Livermore National Laboratory,,"Robotics, automation, and advanced manufacturing","AI is being used for accelerating hardware development and 
interpretation of sensor data to improve process reliability",,,,Department of Energy,"1. AI model: Accelerated hardware development
2. Sensor data interpretation
3. Process reliability improvement"
DOE-0029-2023,DOE,National Energy Technology Laboratory,,Advanced Image Segmentation,"U-Net CNN segmentation to isolate pore and fluid from computed 
tomography scans of multiphase transport in cores.",,"Neural Networks, Other",,Department of Energy,"1. U-Net 
2. CNN 
3. Segmentation 
4. Pore 
5. Fluid 
6. Computed tomography 
7. Multiphase transport 
8. Cores 
9. Isolation 
10. Extraction"
DOE-0030-2023,DOE,National Energy Technology Laboratory,,Advanced model to forecast offshore landslide risks and marine geohazards,"This research will use data and models from the Offshore Risk Modeling 
(ORM) with intelligent databases, artificial intelligence (AI)/ML, big data, 
and other advanced computing technologies to address offshore 
subsurface natural-engineered system challenges, such as 
characterization and mapping of geologic hazards, safe operations, 
equipment reliability, and environmental assessments.",,"Big Data, Natural Language Processing, Other",,Department of Energy,"Keywords:
1. Offshore Risk Modeling
2. Intelligent databases
3. Artificial Intelligence (AI)
4. Machine Learning (ML)
5. Big data
6. Advanced computing technologies
7. Subsurface natural-engineered systems
8. Geologic hazards
9. Safe operations
10. Environmental assessments"
DOE-0031-2023,DOE,National Energy Technology Laboratory,,AI used to interpret sensor data.,"AI is being used to classify sensor data.  An AI algorithm was written 
and trained with a wide range of known sensor conditions to enable 
automatic classification of sensor data into likely constituent gas 
concentrations.",,Other,,Department of Energy,"1. Sensor data classification
2. AI algorithm
3. Gas concentrations
4. Training
5. Automatic classification
6. Sensor conditions
7. Constituent gases
8. Keyword extraction
9. Known conditions
10. AI model functionality"
DOE-0032-2023,DOE,National Energy Technology Laboratory,,"AI/ML may be needed to extract data from text, image and tabular- based resources. NEWTS is partnering with university teams to use ML to fill in data gaps using predictive models.","NEWTS data requirements and database structure needs will be 
established by reviewing datasets and literature on energy-water 
streams. Data sources will be identified from regulatory agencies, 
government monitoring programs, as well as open-source literature. 
Metadata of each source will be compiled into a data catalog for 
tracking and reference. Datasets, including high-quality composition 
data for relevant streams, will be collected and downloaded. Acquired 
data will be processed into a structured format based on the 
prioritization of datasets to be included in NEWTS. Data acquisition and 
processing might entail the application of ML (e.g., natural language 
processing) to efficiently resurrect data trapped in historical reports 
(e.g., PDFs) or other unstructured formats. One research product of this 
subtask will be a release of the data catalog, which will be made 
available on",,"Natural Language Processing, Other",,Department of Energy,"1. Data requirements
2. Database structure
3. Energy-water streams
4. Data sources
5. Regulatory agencies
6. Government monitoring programs
7. Open-source literature
8. Metadata
9. Data catalog
10. Datasets
11. Composition data
12. Structured format
13. Prioritization
14. Data acquisition
15. Data processing
16. Machine learning (ML)
17. Natural language processing
18. Historical reports
19. Unstructured formats
20. Data catalog release"
DOE-0033-2023,DOE,National Energy Technology Laboratory,,AI/ML methodology for rapid design of sorbents tuned to specific ash impoundment and/or landfill requirements.,"Computation of the descriptors (atomic property-weighted radial 
distribution functions) that will be used for the ML portion of the task; 
Fitting of a machine-learned model for the prediction of B sorption; 
Optimization and computational design of a sorbent for maximum 
sorption of B as a function of B concentration in the aqueous solution; 
Force field generation for an additional pollutant (if needed); Sorption 
calculations and ML fitting for the second pollutant (TBD); Optimization 
and computational design of a sorbent for maximum sorption of the 
second pollutant as a function of pollutant concentration in the aqueous 
solution.",,Other,,Department of Energy,"1. Machine learning
2. Descriptors computation
3. Sorbent optimization
4. Radial distribution functions
5. Predictive modeling
6. Force field generation
7. Sorption calculations
8. Aqueous solution analysis
9. Pollutant sorption optimization
10. Computational design."
DOE-0034-2023,DOE,National Energy Technology Laboratory,,Analysis to Assess Offshore CCS Trends and Gaps,"Providing expertise, input, and support for the development of a DOE 
(NETL/FECM) carbon storage technical resources catalog that 
facilitates searching for information about datasets, models and tools, 
publications and reports, and competencies resulting from DOE-
FECM/NETL’s offshore and CSP activities.  this project will complete a 
review and analysis of knowledge and data resources resulting from 
international offshore CCS projects. Outcomes of this analysis are 
expected to include the integration of key data and tools into the EDX-
hosted Open Carbon Storage Database and DisCO2ver platform (in 
development via the EDX4CCS FWP), as well as geo-data science 
based analysis and recommendations on geologic and metocean 
insights from international studies and their alignment or relevance to 
U.S. Federal offshore settings.",,Other,,Department of Energy,"Keywords:
1. Expertise
2. Input
3. Support
4. AI model
5. Data analysis
6. Data resources
7. Offshore CCS projects
8. Open Carbon Storage Database
9. DisCO2ver platform
10. Geo-data science"
